datasetID	vocabulary	triples
263	http://xmlns.com/foaf/0.1/	42879
264	http://purl.org/dc/elements/1.1/	3
264	http://www.daml.org/2001/10/html/airport-ont#	4
264	http://www.w3.org/1999/02/22-rdf-syntax-ns#	21
264	http://www.w3.org/2000/01/rdf-schema#	2
264	http://www.w3.org/2000/10/swap/pim/contact#	1
264	http://www.w3.org/2002/07/owl#	112
264	http://www.w3.org/2003/01/geo/wgs84_pos#	5
264	http://xmlns.com/foaf/0.1/	25
265	http://purl.org/dc/dcmitype/	12
265	http://purl.org/dc/terms/	11438
265	http://purl.org/net/provenance/ns#	6
265	http://rdfs.org/ns/void#	104
265	http://www.w3.org/1999/02/22-rdf-syntax-ns#	4807
265	http://www.w3.org/2000/01/rdf-schema#	374
265	http://www.w3.org/2004/02/skos/core#	816504
265	http://xmlns.com/foaf/0.1/	100
266	http://www.w3.org/1999/02/22-rdf-syntax-ns#	430
266	http://xmlns.com/foaf/0.1/	860
267	http://purl.org/dc/terms/	231
267	http://purl.org/linked-data/cube#	5766
267	http://purl.org/linked-data/sdmx/2009/dimension#	5762
267	http://purl.org/linked-data/sdmx/2009/measure#	2881
267	http://www.w3.org/1999/02/22-rdf-syntax-ns#	50815
267	http://www.w3.org/2000/01/rdf-schema#	9
267	http://www.w3.org/2004/02/skos/core#	239246
267	linked-statistics.org	8643
267	xmls.com	1
268	eagle-i.org	26
268	http://purl.org/dc/terms/	26
268	http://purl.org/net/OCRe/research.owl#	2
268	http://www.w3.org/1999/02/22-rdf-syntax-ns#	87
268	http://www.w3.org/2000/01/rdf-schema#	13
268	http://www.w3.org/2002/07/owl#	11
268	http://xmlns.com/foaf/0.1/	18
268	ifomis.org	28
268	obolibrary.org	34
268	vivoweb.org	4
269	http://purl.org/dc/elements/1.1/	220
269	http://purl.org/NET/c4dm/event.owl#	108
269	http://purl.org/ontology/mo/	979
269	http://purl.org/vocab/bio/0.1/	2
269	http://www.w3.org/1999/02/22-rdf-syntax-ns#	220
269	http://www.w3.org/2000/01/rdf-schema#	328
269	http://xmlns.com/foaf/0.1/	115
270	eagle-i.org	18
270	http://purl.org/dc/terms/	22
270	http://www.w3.org/1999/02/22-rdf-syntax-ns#	54
270	http://www.w3.org/2000/01/rdf-schema#	7
270	http://www.w3.org/2002/07/owl#	7
270	http://xmlns.com/foaf/0.1/	14
270	ifomis.org	20
270	obofoundry.org	1
270	obolibrary.org	21
270	vivoweb.org	4
271	http://www.w3.org/2000/01/rdf-schema#	4
272	http://bio2rdf.org/bio2rdf_resource:	30
272	http://bio2rdf.org/pharmgkb_vocabulary:	905
272	http://purl.org/dc/terms/	30
272	http://rdfs.org/ns/void#	17
272	http://www.w3.org/1999/02/22-rdf-syntax-ns#	17
272	http://www.w3.org/2000/01/rdf-schema#	30
272	http://www.w3.org/2002/07/owl#	95
273	biopax.org	6
273	http://bio2rdf.org/bio2rdf_resource:	327
273	http://bio2rdf.org/interpro_vocabulary:	24379
273	http://purl.org/dc/terms/	637
273	http://rdfs.org/ns/void#	306
273	http://www.w3.org/1999/02/22-rdf-syntax-ns#	307
273	http://www.w3.org/2000/01/rdf-schema#	307
273	http://www.w3.org/2002/07/owl#	327
274	eagle-i.org	61
274	http://purl.org/dc/terms/	156
274	http://www.w3.org/1999/02/22-rdf-syntax-ns#	289
274	http://www.w3.org/2000/01/rdf-schema#	38
274	http://www.w3.org/2002/07/owl#	38
274	http://xmlns.com/foaf/0.1/	79
274	ifomis.org	128
274	obofoundry.org	1
274	obolibrary.org	142
274	vivoweb.org	11
275	http://purl.org/dc/elements/1.1/	1425
275	http://www.w3.org/1999/02/22-rdf-syntax-ns#	38129
275	http://www.w3.org/2004/02/skos/core#	313038
275	tkk.fi	36902
275	yso.fi	13455
276	http://www.w3.org/1999/02/22-rdf-syntax-ns#	753
276	http://www.w3.org/2000/01/rdf-schema#	18
276	http://www.w3.org/2002/07/owl#	529
277	bbc.co.uk	6
277	http://purl.org/dc/elements/1.1/	5
277	http://purl.org/dc/terms/	1012
277	http://purl.org/ontology/po/	298
277	http://purl.org/ontology/wo/	25195
277	http://www.w3.org/1999/02/22-rdf-syntax-ns#	3872
277	http://www.w3.org/2000/01/rdf-schema#	4498
277	http://www.w3.org/2002/07/owl#	705
277	http://www.w3.org/2004/02/skos/core#	140
277	http://www.w3.org/2007/05/powder-s#	140
277	http://xmlns.com/foaf/0.1/	2917
277	semanlink.net	4
278	http://purl.org/dc/terms/	4
278	http://purl.org/ontology/bibo/	1
278	http://purl.org/stuff/rev#	1
278	http://purl.org/vocab/frbr/core#	1
278	http://purl.org/vocab/vann/	2
278	http://purl.org/vocommons/voaf#	13
278	http://www.w3.org/1999/02/22-rdf-syntax-ns#	40
278	http://www.w3.org/2000/01/rdf-schema#	129
278	http://www.w3.org/2002/07/owl#	41
278	http://www.w3.org/2004/02/skos/core#	45
279	http://purl.org/vocabularies/princeton/wordnet/schema#	3
279	http://www.w3.org/1999/02/22-rdf-syntax-ns#	9
279	http://www.w3.org/2000/01/rdf-schema#	2
279	http://www.w3.org/2006/03/wn/wn20/schema/	11
280	europa.eu	32085
280	http://purl.org/dc/terms/	1090
280	http://www.w3.org/1999/02/22-rdf-syntax-ns#	572
280	http://www.w3.org/2000/01/rdf-schema#	595
280	http://www.w3.org/2002/07/owl#	92
280	http://xmlns.com/foaf/0.1/	7
281	ebusiness-unibw.org	1
281	http://purl.org/goodrelations/v1#	50
281	http://www.w3.org/1999/02/22-rdf-syntax-ns#	18
281	http://www.w3.org/2000/01/rdf-schema#	8
281	http://www.w3.org/2001/vcard-rdf/3.0#	16
281	http://www.w3.org/2002/07/owl#	2
282	georss.org	14092
282	http://purl.org/dc/elements/1.1/	9
282	http://purl.org/dc/terms/	18737
282	http://purl.org/ontology/bibo/	3
282	http://purl.org/stuff/rev#	8
282	http://purl.org/vocab/frbr/core#	9
282	http://purl.org/vocab/vann/	12
282	http://purl.org/vocommons/voaf#	39
282	http://www.w3.org/1999/02/22-rdf-syntax-ns#	36345
282	http://www.w3.org/2000/01/rdf-schema#	125734
282	http://www.w3.org/2002/07/owl#	13188
282	http://www.w3.org/2003/01/geo/wgs84_pos#	31482
282	http://www.w3.org/2004/02/skos/core#	15767
282	http://xmlns.com/foaf/0.1/	37559
282	lexvo.org	1
282	ordnancesurvey.co.uk	387064
283	http://purl.org/dc/dcmitype/	20
283	http://purl.org/dc/terms/	76
283	http://www.w3.org/1999/02/22-rdf-syntax-ns#	47
283	http://www.w3.org/2002/07/owl#	3
283	http://www.w3.org/2004/02/skos/core#	43
283	http://xmlns.com/foaf/0.1/	44
283	openelectiondata.org	26
284	http://creativecommons.org/ns#	7030
284	http://purl.org/dc/terms/	23100
284	http://purl.org/ontology/bibo/	2008
284	http://www.w3.org/1999/	3
284	http://www.w3.org/1999/02/22-rdf-syntax-ns#	8034
284	http://www.w3.org/2000/01/rdf-schema#	6024
284	http://www.w3.org/2002/07/owl#	1004
284	http://www.w3.org/2003/01/geo/wgs84_pos#	1440
284	http://www.w3.org/2006/time#	2997
284	http://www.w3.org/2007/05/powder-s#	5020
284	http://xmlns.com/foaf/0.1/	20575
284	taxonconcept.org	51182
285	geospecies.org	1
285	http://creativecommons.org/ns#	9757
285	http://purl.org/dc/elements/1.1/	54
285	http://purl.org/dc/terms/	183984
285	http://purl.org/net/nknouf/ns/bibtex#	124
285	http://purl.org/ontology/bibo/	9782
285	http://purl.org/stuff/rev#	2
285	http://purl.org/vocab/frbr/core#	9
285	http://purl.org/vocab/vann/	22
285	http://purl.org/vocommons/voaf#	32
285	http://rdfs.org/ns/void#	591
285	http://www.w3.org/1999/02/22-rdf-syntax-ns#	57969
285	http://www.w3.org/2000/01/rdf-schema#	60810
285	http://www.w3.org/2002/07/owl#	9900
285	http://www.w3.org/2003/06/sw-vocab-status/ns#	361
285	http://www.w3.org/2004/02/skos/core#	55361
285	http://www.w3.org/2007/05/powder-s#	35152
285	http://xmlns.com/foaf/0.1/	54464
285	lexvo.org	1
285	mondeca.com	9
285	taxonconcept.org	209218
285	tdwg.org	4711
285	umbel.org	10
285	uniprot.org	3442
286	http://purl.org/dc/elements/1.1/	5
286	http://purl.org/dc/terms/	2
286	http://purl.org/vocab/relationship/	1
286	http://www.w3.org/1999/02/22-rdf-syntax-ns#	4
286	http://www.w3.org/1999/xhtml/vocab#	1
286	http://www.w3.org/2000/01/rdf-schema#	6
286	http://www.w3.org/2002/07/owl#	1
286	http://xmlns.com/foaf/0.1/	58
286	keithalexander.co.uk	1
286	semanlink.net	16
287	http://www.w3.org/2002/07/owl#	3
288	http://purl.org/dc/terms/	8
288	http://purl.org/vocab/bio/0.1/	2
288	http://rdfs.org/sioc/ns#	16
288	http://rdfs.org/sioc/types#	4
288	http://www.w3.org/1999/02/22-rdf-syntax-ns#	9
288	http://xmlns.com/foaf/0.1/	12
289	deri.ie	26
289	deri.org	16
289	http://data.semanticweb.org/ns/misc#	1
289	http://data.semanticweb.org/ns/swc/ontology#	20782
289	http://purl.org/dc/elements/1.1/	5323
289	http://purl.org/dc/terms/	1014
289	http://purl.org/NET/c4dm/event.owl#	505
289	http://purl.org/ontology/bibo/	343
289	http://purl.org/stuff/rev#	1
289	http://purl.org/vocab/frbr/core#	4
289	http://purl.org/vocab/vann/	2
289	http://purl.org/vocommons/voaf#	17
289	http://rdfs.org/sioc/ns#	597
289	http://usefulinc.com/ns/doap#	3
289	http://www.w3.org/1999/02/22-rdf-syntax-ns#	9818
289	http://www.w3.org/1999/xhtml/vocab#	1
289	http://www.w3.org/2000/01/rdf-schema#	4978
289	http://www.w3.org/2002/07/owl#	1014
289	http://www.w3.org/2002/12/cal/ical#	823
289	http://www.w3.org/2002/12/cal/icaltzd#	444
289	http://www.w3.org/2002/12/cal/icaltzid#	5
289	http://www.w3.org/2003/01/geo/wgs84_pos#	637
289	http://www.w3.org/2003/06/sw-vocab-status/ns#	198
289	http://www.w3.org/2004/02/skos/core#	302
289	http://www.w3.org/ns/org#	1
289	http://xmlns.com/foaf/0.1/	28911
289	ontoware.org	12201
289	ruleml.org	3
289	semanlink.net	24
289	vu.nl	351
290	http://webns.net/mvcb/	2
290	http://www.w3.org/1999/02/22-rdf-syntax-ns#	3
290	http://www.w3.org/2000/01/rdf-schema#	1
290	http://xmlns.com/foaf/0.1/	18
291	http://purl.org/dc/elements/1.1/	20
291	http://purl.org/rss/1.0/	9
291	http://purl.org/rss/1.0/modules/syndication/	3
291	http://webns.net/mvcb/	1
291	http://www.w3.org/1999/02/22-rdf-syntax-ns#	16
291	http://www.w3.org/2000/01/rdf-schema#	1
291	http://xmlns.com/foaf/0.1/	4
291	semanlink.net	29
292	http://www.w3.org/2000/01/rdf-schema#	71
293	biopax.org	102
293	http://bio2rdf.org/biopax_vocabulary:	34
293	http://rdfs.org/ns/void#	34
293	http://www.w3.org/1999/02/22-rdf-syntax-ns#	34
293	http://www.w3.org/2000/01/rdf-schema#	34
293	http://www.w3.org/2002/07/owl#	68
294	http://bio2rdf.org/bibtex#	1
294	http://bio2rdf.org/bio2rdf#	12
294	http://bio2rdf.org/bio2rdf_resource:	2005
294	http://bio2rdf.org/genbank#	1
294	http://bio2rdf.org/irefindex_vocabulary:	5
294	http://genbank.bio2rdf.org/	1
294	http://purl.org/dc/elements/1.1/	5
294	http://purl.org/dc/terms/	664
294	http://www.w3.org/1999/02/22-rdf-syntax-ns#	2
294	http://www.w3.org/2000/01/rdf-schema#	1
294	http://www.w3.org/2002/07/owl#	665
295	eagle-i.org	25
295	http://purl.org/dc/terms/	32
295	http://www.w3.org/1999/02/22-rdf-syntax-ns#	76
295	http://www.w3.org/2000/01/rdf-schema#	10
295	http://www.w3.org/2002/07/owl#	10
295	http://xmlns.com/foaf/0.1/	18
295	ifomis.org	28
295	obofoundry.org	1
295	obolibrary.org	38
295	vivoweb.org	4
296	b	4
296	bbc.co.uk	10645
296	http://open.vocab.org/terms/	1
296	http://purl.org/dc/elements/1.1/	5
296	http://purl.org/ontology/mo/	55
296	http://purl.org/stuff/rev#	4
296	http://purl.org/vocab/bio/0.1/	3
296	http://purl.org/vocab/relationship/	1
296	http://www.w3.org/1999/02/22-rdf-syntax-ns#	2281
296	http://www.w3.org/2000/01/rdf-schema#	1708
296	http://www.w3.org/2002/07/owl#	5
296	http://xmlns.com/foaf/0.1/	40
296	semanlink.net	3
297	270a.info	1825
297	dbpedia.org	423
297	http://purl.org/dc/dcmitype/	3704
297	http://purl.org/dc/elements/1.1/	2778
297	http://purl.org/dc/terms/	5334
297	http://purl.org/linked-data/cube#	642
297	http://purl.org/linked-data/sdmx#	1
297	http://purl.org/linked-data/sdmx/2009/code#	182
297	http://purl.org/linked-data/sdmx/2009/dimension#	158
297	http://rdfs.org/ns/void#	139
297	http://www.w3.org/1999/02/22-rdf-syntax-ns#	8497
297	http://www.w3.org/2000/01/rdf-schema#	2876
297	http://www.w3.org/2002/07/owl#	1018
297	http://www.w3.org/2003/01/geo/wgs84_pos#	418
297	http://www.w3.org/2004/02/skos/core#	6104
297	http://www.w3.org/ns/sparql-service-description#	1
297	http://xmlns.com/foaf/0.1/	5813
298	eagle-i.org	15
298	http://purl.org/dc/terms/	19
298	http://www.w3.org/1999/02/22-rdf-syntax-ns#	48
298	http://www.w3.org/2000/01/rdf-schema#	11
298	http://www.w3.org/2002/07/owl#	6
298	http://xmlns.com/foaf/0.1/	12
298	ifomis.org	16
298	obolibrary.org	16
298	vivoweb.org	4
299	eagle-i.org	14
299	http://purl.org/dc/terms/	14
299	http://www.w3.org/1999/02/22-rdf-syntax-ns#	42
299	http://www.w3.org/2000/01/rdf-schema#	9
299	http://www.w3.org/2002/07/owl#	5
299	http://xmlns.com/foaf/0.1/	8
299	ifomis.org	12
299	obofoundry.org	1
299	obolibrary.org	21
299	vivoweb.org	3
300	http://data.semanticweb.org/ns/swc/ontology#	2
300	http://www.w3.org/1999/02/22-rdf-syntax-ns#	3
300	http://www.w3.org/2003/01/geo/wgs84_pos#	1
300	http://xmlns.com/foaf/0.1/	54
301	http://purl.org/dc/elements/1.1/	28
301	http://purl.org/net/pingback/	1
301	http://purl.org/ontology/bibo/	11
301	http://purl.org/vocab/relationship/	5
301	http://usefulinc.com/ns/doap#	7
301	http://www.w3.org/1999/02/22-rdf-syntax-ns#	32
301	http://www.w3.org/2000/01/rdf-schema#	7
301	http://www.w3.org/2002/07/owl#	36
301	http://www.w3.org/2003/01/geo/wgs84_pos#	6
301	http://www.w3.org/ns/auth/cert#	6
301	http://www.w3.org/ns/org#	8
301	http://xmlns.com/foaf/0.1/	85
301	http://xmlns.com/wot/0.1/	8
302	http://purl.org/dc/elements/1.1/	4
302	http://www.w3.org/1999/02/22-rdf-syntax-ns#	174
302	http://www.w3.org/2004/02/skos/core#	1712
303	http://purl.org/vocab/changeset/schema#	22
303	http://www.w3.org/1999/02/22-rdf-syntax-ns#	26
304	http://creativecommons.org/ns#	5082
304	http://purl.org/dc/elements/1.1/	1
304	http://purl.org/dc/terms/	11125
304	http://purl.org/openorg/media/	1
304	http://www.w3.org/1999/02/22-rdf-syntax-ns#	3558
304	http://www.w3.org/2000/01/rdf-schema#	3499
304	http://www.w3.org/2002/07/owl#	499
304	http://xmlns.com/foaf/0.1/	3310
304	isi.edu	8550
304	soton.ac.uk	733
305	http://purl.org/dc/elements/1.1/	6
305	http://purl.org/dc/terms/	1
305	http://www.w3.org/1999/02/22-rdf-syntax-ns#	6986
305	http://www.w3.org/2000/01/rdf-schema#	21957
305	http://www.w3.org/2002/07/owl#	4730
305	http://www.w3.org/2007/05/powder-s#	3308
305	http://xmlns.com/foaf/0.1/	13603
305	semanlink.net	3
306	http://purl.org/dc/elements/1.1/	1
307	http://www.w3.org/1999/02/22-rdf-syntax-ns#	6
307	http://www.w3.org/2000/01/rdf-schema#	184
307	http://www.w3.org/2002/07/owl#	6
307	ontologycentral.com	534
308	http://purl.org/rss/1.0/	6
308	http://www.w3.org/1999/02/22-rdf-syntax-ns#	7
308	http://xmlns.com/foaf/0.1/	2
308	ontologi.es	5
309	eagle-i.org	67
309	http://purl.org/dc/terms/	92
309	http://www.w3.org/1999/02/22-rdf-syntax-ns#	200
309	http://www.w3.org/2000/01/rdf-schema#	25
309	http://www.w3.org/2002/07/owl#	25
309	http://xmlns.com/foaf/0.1/	60
309	ifomis.org	68
309	obofoundry.org	1
309	obolibrary.org	74
309	vivoweb.org	18
310	http://purl.org/dc/elements/1.1/	688
310	http://purl.org/dc/terms/	758
310	http://purl.org/ontology/bibo/	114
310	http://purl.org/vocab/aiiso/schema#	1162
310	http://purl.org/vocab/resourcelist/schema#	214
310	http://rdfs.org/sioc/spec/	90
310	http://rdvocab.info/elements/	24
310	http://www.w3.org/1999/02/22-rdf-syntax-ns#	1701
310	http://www.w3.org/2000/01/rdf-schema#	622
310	http://xmlns.com/foaf/0.1/	1636
310	talis.com	27
311	bibo:	26
311	http://purl.org/dc/elements/1.1/	82
311	http://purl.org/dc/terms/	180
311	http://purl.org/ontology/bibo/	117
311	http://rdvocab.info/elements/	69
311	http://www.w3.org/1999/02/22-rdf-syntax-ns#	31
311	http://www.w3.org/2000/01/rdf-schema#	32
311	http://xmlns.com/foaf/0.1/	4
312	http://purl.org/dc/elements/1.1/	12
312	http://purl.org/dc/terms/	2
312	http://www.w3.org/1999/02/22-rdf-syntax-ns#	10
312	http://www.w3.org/2000/01/rdf-schema#	1
312	http://www.w3.org/2002/07/owl#	2
312	http://www.w3.org/2003/01/geo/wgs84_pos#	3
312	http://xmlns.com/foaf/0.1/	35
312	ramonantonio.net	37
312	semanlink.net	51
313	http://purl.org/vocab/bio/0.1/	1
313	http://rdfs.org/sioc/ns#	2
313	http://www.w3.org/1999/02/22-rdf-syntax-ns#	6
313	http://xmlns.com/foaf/0.1/	20
314	http://www.w3.org/1999/02/22-rdf-syntax-ns#	11
314	http://www.w3.org/2000/01/rdf-schema#	4
314	http://xmlns.com/foaf/0.1/	61
315	http://open.vocab.org/terms/	449
315	http://purl.org/court/def/2009/coin#	1
315	http://purl.org/dc/terms/	158
315	http://purl.org/linked-data/cube#	1
315	http://purl.org/NET/c4dm/event.owl#	1
315	http://purl.org/twc/vocab/conversion/	144
315	http://rdfs.org/ns/void#	47
315	http://www.w3.org/1999/02/22-rdf-syntax-ns#	319
315	http://www.w3.org/2000/01/rdf-schema#	318
315	http://www.w3.org/2000/10/swap/pim/contact#	2
315	http://www.w3.org/2002/07/owl#	3
315	http://www.w3.org/ns/prov#	1298
315	http://xmlns.com/foaf/0.1/	3
315	rpi.edu	268
315	semanticscience.org	1
316	http://open.vocab.org/terms/	82
316	http://purl.org/court/def/2009/coin#	1
316	http://purl.org/dc/terms/	79
316	http://purl.org/twc/vocab/conversion/	41
316	http://rdfs.org/ns/void#	9
316	http://www.w3.org/1999/02/22-rdf-syntax-ns#	201
316	http://www.w3.org/2000/01/rdf-schema#	50
316	http://www.w3.org/2000/10/swap/pim/contact#	2
316	http://www.w3.org/2002/07/owl#	2
316	http://www.w3.org/ns/dcat#	50
316	http://www.w3.org/ns/prov#	91
316	http://www.w3.org/ns/sparql-service-description#	250
316	http://xmlns.com/foaf/0.1/	3
316	rpi.edu	47
317	eagle-i.org	15
317	http://purl.org/dc/terms/	25
317	http://www.w3.org/1999/02/22-rdf-syntax-ns#	53
317	http://www.w3.org/2000/01/rdf-schema#	9
317	http://www.w3.org/2002/07/owl#	7
317	http://xmlns.com/foaf/0.1/	12
317	ifomis.org	20
317	obofoundry.org	1
317	obolibrary.org	21
317	vivoweb.org	3
318	http://purl.org/dc/elements/1.1/	7
318	http://purl.org/net/inkel/rdf/schemas/lang/1.1#	2
318	http://purl.org/vocab/psychometric-profile/	4
318	http://www.w3.org/1999/02/22-rdf-syntax-ns#	13
318	http://www.w3.org/2000/10/swap/pim/contact#	1
318	http://www.w3.org/2003/01/geo/wgs84_pos#	3
318	http://xmlns.com/foaf/spec/	52
318	http://xmlns.com/wot/0.1/	4
319	europa.eu	229634
319	http://purl.org/dc/elements/1.1/	1
319	http://purl.org/dc/terms/	757
319	http://purl.org/ontology/bibo/	4
319	http://www.w3.org/1999/02/22-rdf-syntax-ns#	37792
319	http://www.w3.org/2000/01/rdf-schema#	5088
319	http://www.w3.org/2002/07/owl#	39
319	http://www.w3.org/2003/01/geo/wgs84_pos#	9235
319	http://www.w3.org/2004/02/skos/core#	552
319	http://www.w3.org/2007/05/powder-s#	517
319	http://xmlns.com/foaf/0.1/	6987
319	semanlink.net	5
319	tdwg.org	4104
321	holygoat.co.uk	47092
321	http://purl.org/dc/elements/1.1/	8385
321	http://purl.org/ontology/mo/	66059
321	http://www.w3.org/1999/02/22-rdf-syntax-ns#	23603
321	http://www.w3.org/2000/01/rdf-schema#	11171
321	http://www.w3.org/2002/07/owl#	245
321	http://xmlns.com/foaf/0.1/	16579
321	openrdf.org	12432
322	http://purl.org/net/inkel/rdf/schemas/lang/1.1#	3
322	http://usefulinc.com/ns/doap#	2
322	http://www.daml.org/2001/10/html/airport-ont#	3
322	http://www.w3.org/1999/02/22-rdf-syntax-ns#	3
322	http://www.w3.org/2000/01/rdf-schema#	6
322	http://www.w3.org/2000/10/swap/pim/contact#	1
322	http://www.w3.org/2002/07/owl#	1
322	http://www.w3.org/2003/01/geo/wgs84_pos#	2
322	http://xmlns.com/foaf/0.1/	63
323	biodiversitya-z.org	7
323	http://www.w3.org/1999/02/22-rdf-syntax-ns#	1
324	http://bio2rdf.org/bio2rdf_resource:	216
324	http://bio2rdf.org/ctd_vocabulary:	731
324	http://bio2rdf.org/geneid:vocabulary:	424
324	http://bio2rdf.org/geneid_vocabulary:	37376
324	http://bio2rdf.org/irefindex_vocabulary:	5000
324	http://purl.org/dc/terms/	216
324	http://rdfs.org/ns/void#	212
324	http://www.w3.org/1999/02/22-rdf-syntax-ns#	559
324	http://www.w3.org/2000/01/rdf-schema#	446
324	http://www.w3.org/2002/07/owl#	216
324	http://xmlns.com/foaf/0.1/	1
325	http://rdfs.org/sioc/ns#	53
325	http://www.w3.org/1999/02/22-rdf-syntax-ns#	7
325	http://www.w3.org/2003/01/geo/wgs84_pos#	3
325	http://xmlns.com/foaf/0.1/	21
326	http://purl.org/dc/elements/1.1/	60
326	http://purl.org/dc/terms/	231
326	http://purl.org/net/provenance/ns#	969
326	http://purl.org/net/provenance/types#	285
326	http://rdfs.org/ns/void#	114
326	http://www.w3.org/1999/02/22-rdf-syntax-ns#	910
326	http://www.w3.org/2000/01/rdf-schema#	467
326	http://www.w3.org/2002/07/owl#	125
326	http://www.w3.org/2003/01/geo/wgs84_pos#	62
326	http://www.w3.org/2004/03/trix/rdfg-1/	114
326	http://www.w3.org/2006/time#	3
326	http://xmlns.com/foaf/0.1/	114
326	linkeddata.es	136
326	oclc.org	49
326	spinrdf.org	57
327	europa.eu	214094
327	http://purl.org/dc/elements/1.1/	1
327	http://purl.org/dc/terms/	53529
327	http://purl.org/net/provenance/ns#	182
327	http://purl.org/vocab/vann/	2
327	http://www.w3.org/1999/02/22-rdf-syntax-ns#	19000
327	http://www.w3.org/2000/01/rdf-schema#	16118
327	http://www.w3.org/2002/07/owl#	1229
327	http://www.w3.org/2003/01/geo/wgs84_pos#	47493
327	http://www.w3.org/ns/dcat#	243
327	http://www.w3.org/ns/prov#	364
327	http://xmlns.com/foaf/0.1/	182
327	semanlink.net	3
328	eagle-i.org	47
328	http://purl.org/dc/terms/	73
328	http://www.w3.org/1999/02/22-rdf-syntax-ns#	153
328	http://www.w3.org/2000/01/rdf-schema#	21
328	http://www.w3.org/2002/07/owl#	19
328	http://xmlns.com/foaf/0.1/	34
328	ifomis.org	44
328	obofoundry.org	3
328	obolibrary.org	45
328	vivoweb.org	7
329	eagle-i.org	17
329	http://purl.org/dc/terms/	25
329	http://www.w3.org/1999/02/22-rdf-syntax-ns#	55
329	http://www.w3.org/2000/01/rdf-schema#	7
329	http://www.w3.org/2002/07/owl#	7
329	http://xmlns.com/foaf/0.1/	12
329	ifomis.org	24
329	obofoundry.org	1
329	obolibrary.org	24
329	vivoweb.org	3
330	http://webns.net/mvcb/	2
330	http://www.w3.org/1999/02/22-rdf-syntax-ns#	6
330	http://www.w3.org/2000/01/rdf-schema#	2
330	http://xmlns.com/foaf/0.1/	29
331	http://creativecommons.org/	2
331	http://purl.org/dc/elements/1.1/	4
331	http://purl.org/net/inkel/rdf/schemas/lang/1.1#	3
331	http://purl.org/vocab/bio/0.1/	12
331	http://rdfs.org/sioc/ns#	2
331	http://www.w3.org/1999/02/22-rdf-syntax-ns#	23
331	http://www.w3.org/2000/01/rdf-schema#	6
331	http://www.w3.org/2003/01/geo/wgs84_pos#	8
331	http://www.w3.org/ns/auth/cert#	12
331	http://xmlns.com/foaf/0.1/	86
331	talis.com	8
332	eagle-i.org	10
332	http://purl.org/dc/terms/	13
332	http://www.w3.org/1999/02/22-rdf-syntax-ns#	33
332	http://www.w3.org/2000/01/rdf-schema#	5
332	http://www.w3.org/2002/07/owl#	4
332	http://xmlns.com/foaf/0.1/	6
332	ifomis.org	12
332	obolibrary.org	11
332	vivoweb.org	3
333	http://purl.org/dc/terms/	1
333	http://www.w3.org/1999/02/22-rdf-syntax-ns#	1
333	http://www.w3.org/ns/prov#	4
334	http://purl.org/dc/dcmitype/	5
334	http://purl.org/dc/terms/	20
334	http://www.w3.org/1999/02/22-rdf-syntax-ns#	13
334	http://www.w3.org/2000/01/rdf-schema#	1
334	http://www.w3.org/2004/02/skos/core#	1
334	http://www.w3.org/ns/adms#	2
334	http://www.w3.org/ns/regorg#	5
334	http://xmlns.com/foaf/0.1/	10
334	opencalais.com	1
334	opencorporates.com	3
335	eagle-i.org	12
335	http://purl.org/dc/terms/	12
335	http://www.w3.org/1999/02/22-rdf-syntax-ns#	48
335	http://www.w3.org/2000/01/rdf-schema#	8
335	http://www.w3.org/2002/07/owl#	6
335	http://xmlns.com/foaf/0.1/	6
335	ifomis.org	16
335	obofoundry.org	1
335	obolibrary.org	22
335	vivoweb.org	1
336	gnoss.com	2
336	http://purl.org/dc/elements/1.1/	2
336	http://purl.org/dc/terms/	8
336	http://rdfs.org/sioc/ns#	70
336	http://rdfs.org/sioc/types#	39
336	http://www.w3.org/1999/02/22-rdf-syntax-ns#	45
336	http://www.w3.org/2000/01/rdf-schema#	45
336	http://www.w3.org/2002/07/owl#	21
336	http://www.w3.org/2004/02/skos/core#	4
336	http://xmlns.com/foaf/0.1/	3
337	http://www.w3.org/1999/02/22-rdf-syntax-ns#	2
337	http://www.w3.org/2002/07/owl#	3
337	http://xmlns.com/foaf/0.1/	18
338	http://creativecommons.org/ns#	1
338	http://data.semanticweb.org/ns/swc/ontology#	3
338	http://purl.org/dc/elements/1.1/	1
338	http://www.w3.org/1999/02/22-rdf-syntax-ns#	19
338	http://www.w3.org/2000/01/rdf-schema#	16
338	http://www.w3.org/2002/07/owl#	1
338	http://www.w3.org/2003/01/geo/wgs84_pos#	2
338	http://xmlns.com/foaf/0.1/	198
339	http://purl.org/vocab/bio/0.1/	1
339	http://rdfs.org/sioc/ns#	122
339	http://www.w3.org/1999/02/22-rdf-syntax-ns#	7
339	http://xmlns.com/foaf/0.1/	76
340	data.gov.uk	99
340	http://purl.org/dc/terms/	163
340	http://purl.org/linked-data/cube#	122
340	http://rdfs.org/ns/void#	161
340	http://www.w3.org/1999/02/22-rdf-syntax-ns#	137
340	http://www.w3.org/2000/01/rdf-schema#	62
340	http://www.w3.org/2008/05/skos#	15
340	http://www.w3.org/ns/org#	1
340	lichfielddc.gov.uk	3
341	http://purl.org/dc/elements/1.1/	6
341	http://purl.org/dc/terms/	460106
341	http://purl.org/vocab/frbr/core#	164092
341	http://www.w3.org/1999/02/22-rdf-syntax-ns#	556453
