0	0	1
1	1	2
2	2	1
3	3	1
4	4	2
5	5	1
6	6	2
7	7	2
9	9	1
10	10	2
11	11	2
12	12	1
13	13	2
14	14	2
15	15	1
16	16	2
17	17	1
18	18	1
19	19	2
20	20	2
21	21	2
22	22	2
23	23	2
24	24	2
25	25	2
26	26	2
27	27	2
28	28	2
29	29	2
30	30	2
31	31	2
32	32	2
33	33	2
34	34	2
35	35	2
36	36	2
37	37	1
38	38	2
39	39	2
40	40	2
41	41	2
42	42	2
43	43	2
45	45	1
46	46	2
47	47	1
48	48	2
49	49	1
50	50	2
51	51	2
52	52	2
53	53	2
54	54	2
55	55	1
56	56	2
57	57	2
58	58	2
59	59	2
60	60	1
61	61	2
62	62	2
63	63	2
64	64	3
65	65	3
67	67	2
68	68	2
69	69	1
70	70	3
70	657	2
70	716	2
70	750	2
71	71	1
72	72	1
73	73	2
74	74	1
75	75	1
76	76	1
77	77	3
78	78	2
79	79	3
80	80	2
81	81	3
82	82	3
83	83	2
84	84	2
85	85	2
86	86	3
87	87	1
88	88	2
89	89	3
90	90	4
91	91	2
92	92	1
93	93	1
94	94	3
94	716	1
94	750	1
95	95	2
96	96	3
97	97	2
98	98	1
99	99	3
100	100	3
101	101	2
102	102	1
104	104	2
105	105	3
106	106	3
107	107	2
108	108	3
109	109	1
110	110	1
111	111	3
112	112	4
113	113	1
113	833	1
114	114	1
115	115	1
116	116	3
118	118	2
118	657	1
118	716	1
118	750	1
119	119	3
120	120	3
122	122	2
123	123	5
124	124	2
126	126	3
128	128	4
129	129	3
129	289	1
129	443	2
129	657	2
129	750	1
129	756	1
130	130	1
131	131	2
132	132	2
135	135	3
136	136	3
136	161	3
136	179	3
136	750	3
137	137	5
137	648	2
137	750	2
137	764	1
138	138	5
138	648	4
138	750	3
139	139	1
140	140	1
141	141	1
142	142	1
143	143	3
144	144	2
145	145	4
145	247	4
146	146	1
147	147	4
148	137	3
148	138	3
148	148	4
148	435	3
148	750	3
149	149	6
150	150	2
151	151	3
152	152	1
153	153	1
154	154	3
155	155	3
156	156	4
156	764	1
157	157	5
160	160	4
160	179	1
160	525	1
160	657	1
160	750	1
160	986	2
161	161	4
161	657	2
161	750	1
161	900	2
162	162	4
162	750	2
163	163	3
163	750	2
164	164	1
165	165	3
166	166	4
167	167	3
169	169	1
170	170	2
172	172	1
173	173	5
173	179	1
173	369	1
173	525	1
173	657	2
173	750	2
173	986	2
174	174	2
175	175	4
176	176	3
177	177	2
178	178	1
178	750	1
179	161	3
179	179	6
179	267	5
179	369	4
179	750	2
179	900	4
179	980	2
180	180	6
180	750	3
181	181	4
181	750	2
182	180	2
182	182	5
182	377	3
182	750	3
183	183	4
184	184	1
185	185	3
185	374	1
186	186	1
187	187	3
188	188	3
189	189	2
190	190	2
191	191	4
192	192	4
192	657	2
193	193	2
194	194	3
195	195	2
196	196	3
197	197	4
197	241	3
197	296	3
198	198	2
199	199	4
200	200	2
201	201	4
201	895	1
202	202	2
202	657	1
203	203	1
205	205	5
205	750	1
206	206	3
207	207	2
208	157	3
208	191	3
208	208	4
209	209	1
210	210	2
211	211	4
212	212	1
213	213	2
213	764	2
214	214	2
215	215	2
216	216	5
217	217	3
218	218	4
219	219	2
220	220	5
220	750	3
221	221	1
222	222	4
223	223	4
223	451	1
224	224	2
225	225	3
225	289	1
225	750	1
226	226	5
226	750	3
227	227	5
228	228	1
229	229	5
230	230	1
231	231	1
232	232	1
233	233	2
234	234	3
235	235	2
236	236	2
237	237	5
238	238	5
239	239	1
241	241	6
241	296	4
241	540	1
241	726	1
241	750	3
241	841	3
242	242	3
242	545	1
242	750	1
243	243	1
244	244	1
245	245	3
246	246	4
246	267	3
246	657	3
246	750	3
247	247	4
248	248	2
249	249	1
250	250	1
251	251	2
252	252	4
253	253	2
254	254	2
255	255	1
256	256	1
257	257	4
258	258	2
259	259	1
260	260	4
262	262	3
262	289	1
262	750	1
262	1004	1
263	263	6
264	264	2
265	265	4
266	266	3
267	267	5
268	268	2
269	269	3
270	270	1
271	271	1
272	272	2
272	324	2
272	750	2
272	764	2
273	273	3
274	274	2
275	275	5
276	276	3
277	277	4
277	750	3
278	278	2
279	279	1
280	280	3
280	657	2
280	900	2
281	281	2
282	247	5
282	263	1
282	282	6
283	283	2
283	750	1
284	284	4
285	285	5
285	520	3
285	750	1
286	286	2
287	287	1
287	750	1
288	288	1
289	225	1
289	289	5
289	443	3
289	461	1
289	462	1
289	484	1
289	624	1
289	722	1
289	739	1
289	750	3
289	756	1
289	767	1
289	772	1
289	777	1
289	794	1
289	800	1
289	807	1
289	815	1
289	843	1
289	869	1
289	873	2
289	886	1
289	895	1
289	911	1
289	940	1
289	952	1
289	972	1
289	974	1
289	976	1
289	992	1
289	1004	1
290	290	1
291	291	2
292	292	2
293	293	2
294	294	3
295	295	2
296	296	4
296	750	1
297	267	3
297	297	4
297	657	3
297	750	3
298	298	2
299	299	1
300	300	1
301	301	2
301	364	1
301	516	1
301	613	1
301	738	1
301	750	1
301	772	1
301	840	1
301	1004	1
302	302	3
303	303	2
304	304	4
304	750	1
305	305	4
306	306	1
307	307	3
308	308	1
309	309	2
310	310	4
311	311	2
312	289	1
312	312	2
313	313	1
314	314	2
315	315	3
315	582	1
315	750	1
316	316	3
317	317	1
318	318	2
319	319	5
319	900	1
321	321	5
322	322	1
323	323	1
324	324	3
325	325	1
326	326	3
327	327	5
327	657	4
328	328	2
329	329	1
330	330	1
331	331	2
332	332	1
333	333	1
334	334	1
335	335	1
336	336	2
336	657	1
336	716	1
336	750	1
337	337	1
338	338	2
339	339	1
340	340	2
341	341	6
342	342	3
343	343	1
344	344	2
345	345	2
346	346	1
347	347	3
348	348	2
349	349	1
350	350	1
351	351	1
352	271	4
352	352	4
353	353	3
353	454	1
353	543	1
353	650	1
354	354	2
355	355	2
356	356	5
357	357	3
358	358	5
358	362	1
358	750	2
359	359	4
360	360	2
361	361	6
361	522	3
362	362	5
363	363	1
364	364	2
364	516	1
364	840	1
365	365	1
366	366	1
367	367	1
368	368	5
369	161	4
369	179	4
369	280	2
369	369	5
369	657	2
369	750	2
369	900	4
369	980	2
370	370	1
371	371	1
372	372	2
372	858	1
373	373	3
373	657	3
374	374	3
374	377	3
374	657	2
374	750	3
375	375	1
376	376	2
377	377	5
377	750	3
378	378	4
379	379	1
380	380	2
381	381	1
382	382	2
383	383	3
384	384	3
384	464	3
385	385	3
386	386	3
387	387	3
388	388	4
388	750	3
389	389	2
389	807	1
390	390	4
391	291	1
391	391	1
391	443	1
391	732	1
392	392	1
393	282	1
393	393	1
394	394	1
395	395	3
396	396	4
397	397	3
397	541	1
397	548	1
397	902	1
398	398	2
399	399	2
400	400	4
401	401	1
402	402	4
403	403	2
404	404	1
406	406	1
407	407	2
408	262	1
408	408	5
409	409	1
410	410	2
411	411	1
412	412	2
413	413	1
413	841	1
414	414	1
415	415	2
416	416	1
417	417	2
418	418	1
419	419	2
420	420	2
421	421	2
422	422	2
423	423	2
424	424	2
424	657	1
424	750	1
425	425	2
426	426	2
427	427	2
428	213	2
428	428	2
429	429	2
430	430	2
431	431	2
432	432	1
433	433	3
434	434	2
435	435	2
436	436	2
437	437	1
438	438	2
439	439	1
440	259	1
440	440	2
441	441	2
441	684	1
442	442	5
443	201	1
443	391	2
443	443	5
443	462	1
443	645	1
443	661	1
443	684	1
443	732	2
443	750	1
443	756	1
443	772	1
443	846	1
443	869	2
443	873	2
443	895	1
443	952	1
443	964	1
443	972	1
443	1004	2
444	444	2
445	445	5
446	446	3
447	447	3
448	448	1
449	449	2
450	247	3
450	282	3
450	450	5
450	750	2
451	451	3
452	452	1
453	453	1
454	454	1
455	455	2
456	456	6
456	684	1
457	457	1
458	458	2
458	837	1
459	459	1
460	460	1
461	289	1
461	461	2
462	289	1
462	443	1
462	462	4
462	992	1
462	1004	1
463	463	1
464	464	3
465	465	2
466	466	2
467	467	4
468	468	1
469	469	4
470	470	2
470	750	2
471	471	2
472	472	3
473	473	1
474	474	1
475	475	1
476	476	2
477	477	2
478	478	1
478	873	1
479	479	2
480	480	1
481	481	1
482	482	2
483	483	2
484	484	2
485	485	2
486	486	1
487	487	1
488	488	1
489	289	1
489	489	1
489	972	1
490	490	1
491	491	1
492	492	1
493	493	2
494	494	1
495	451	1
495	495	2
496	289	1
496	496	4
496	612	1
496	705	1
496	895	1
496	972	1
497	497	1
498	498	1
499	499	4
499	750	2
499	842	1
500	500	5
500	750	3
501	501	5
502	502	4
503	374	1
503	503	5
503	513	2
503	515	3
503	517	3
503	522	3
503	525	2
503	528	3
503	582	1
503	657	2
503	716	1
503	750	4
505	505	2
506	506	3
506	684	1
506	750	1
507	331	1
507	355	1
507	380	1
507	392	1
507	406	1
507	457	1
507	484	1
507	499	2
507	507	4
507	535	1
507	540	1
507	545	1
507	546	1
507	576	1
507	588	1
507	748	1
507	767	1
507	781	1
507	782	1
507	822	1
507	913	1
507	943	1
507	952	1
507	977	1
507	979	2
507	986	1
508	508	3
509	509	1
510	510	2
510	657	1
510	716	1
510	750	1
511	511	1
512	512	3
513	226	2
513	503	2
513	513	5
513	515	2
513	517	2
513	522	2
513	525	2
513	528	2
513	750	4
515	513	2
515	515	5
515	517	2
515	522	2
515	525	2
515	528	2
515	750	4
516	301	1
